,Date,variable,value
4627,1/13/2009,4:00 AM,9
4628,1/14/2009,4:00 AM,9
4629,1/15/2009,4:00 AM,8
4630,1/16/2009,4:00 AM,9
4631,1/17/2009,4:00 AM,9
4632,1/18/2009,4:00 AM,10
4633,1/19/2009,4:00 AM,9
4634,1/20/2009,4:00 AM,9
4635,1/21/2009,4:00 AM,9
4636,1/22/2009,4:00 AM,9
4637,1/23/2009,4:00 AM,9
4638,1/24/2009,4:00 AM,9
4639,1/25/2009,4:00 AM,8
4640,1/26/2009,4:00 AM,8
4641,1/27/2009,4:00 AM,9
4642,1/28/2009,4:00 AM,9
4643,1/29/2009,4:00 AM,9
4644,1/30/2009,4:00 AM,9
4645,1/31/2009,4:00 AM,9
4646,2/1/2009,4:00 AM,9
4647,2/2/2009,4:00 AM,8
4648,2/3/2009,4:00 AM,9
4649,2/4/2009,4:00 AM,9
4650,2/5/2009,4:00 AM,9
4651,2/6/2009,4:00 AM,9
4652,2/7/2009,4:00 AM,9
4653,2/8/2009,4:00 AM,8
4654,2/9/2009,4:00 AM,8
4655,2/10/2009,4:00 AM,8
4656,2/11/2009,4:00 AM,8
4657,2/12/2009,4:00 AM,8
4658,2/13/2009,4:00 AM,8
4659,2/14/2009,4:00 AM,8
4660,2/15/2009,4:00 AM,8
4661,2/16/2009,4:00 AM,8
4662,2/17/2009,4:00 AM,9
4663,2/18/2009,4:00 AM,8
4664,2/19/2009,4:00 AM,8
4665,2/20/2009,4:00 AM,8
4666,2/21/2009,4:00 AM,9
4667,2/22/2009,4:00 AM,9
4668,2/23/2009,4:00 AM,9
4669,2/24/2009,4:00 AM,9
4670,2/25/2009,4:00 AM,9
4671,2/26/2009,4:00 AM,9
4672,2/27/2009,4:00 AM,8
4673,2/28/2009,4:00 AM,9
4674,3/1/2009,4:00 AM,9
4675,3/2/2009,4:00 AM,8
4676,3/3/2009,4:00 AM,8
4677,3/4/2009,4:00 AM,8
4678,3/5/2009,4:00 AM,8
4679,3/6/2009,4:00 AM,9
4680,3/7/2009,4:00 AM,9
4681,3/8/2009,4:00 AM,9
4682,3/9/2009,4:00 AM,9
4683,3/10/2009,4:00 AM,9
4684,3/11/2009,4:00 AM,8
4685,3/12/2009,4:00 AM,8
4686,3/13/2009,4:00 AM,8
4687,3/14/2009,4:00 AM,8
4688,3/15/2009,4:00 AM,8
4689,3/16/2009,4:00 AM,8
4690,3/17/2009,4:00 AM,8
4691,3/18/2009,4:00 AM,7
4692,3/19/2009,4:00 AM,8
4693,3/20/2009,4:00 AM,8
4694,3/21/2009,4:00 AM,9
4695,3/22/2009,4:00 AM,9
4696,3/23/2009,4:00 AM,10
4697,3/24/2009,4:00 AM,9
4698,3/25/2009,4:00 AM,9
4699,3/26/2009,4:00 AM,9
4700,3/27/2009,4:00 AM,8
4701,3/28/2009,4:00 AM,8
4702,3/29/2009,4:00 AM,8
4703,3/30/2009,4:00 AM,8
4704,3/31/2009,4:00 AM,8
4705,4/1/2009,4:00 AM,8
4706,4/2/2009,4:00 AM,8
4707,4/3/2009,4:00 AM,8
4708,4/4/2009,4:00 AM,8
4709,4/5/2009,4:00 AM,9
4710,4/6/2009,4:00 AM,9
4711,4/7/2009,4:00 AM,8
4712,4/8/2009,4:00 AM,8
4713,4/9/2009,4:00 AM,8
4714,4/10/2009,4:00 AM,7
4715,4/11/2009,4:00 AM,8
4716,4/12/2009,4:00 AM,8
4717,4/13/2009,4:00 AM,9
4718,4/14/2009,4:00 AM,8
4719,4/15/2009,4:00 AM,8
4720,4/16/2009,4:00 AM,8
4721,4/17/2009,4:00 AM,8
4722,4/18/2009,4:00 AM,9
4723,4/19/2009,4:00 AM,8
4724,4/20/2009,4:00 AM,9
4725,4/21/2009,4:00 AM,9
4726,4/22/2009,4:00 AM,8
4727,4/23/2009,4:00 AM,8
4728,4/24/2009,4:00 AM,8
4729,4/25/2009,4:00 AM,11
4730,4/26/2009,4:00 AM,10
4731,4/27/2009,4:00 AM,11
4732,4/28/2009,4:00 AM,16
4733,4/29/2009,4:00 AM,15
4734,4/30/2009,4:00 AM,8
4735,5/1/2009,4:00 AM,9
4736,5/2/2009,4:00 AM,14
4737,5/3/2009,4:00 AM,10
4738,5/4/2009,4:00 AM,9
4739,5/5/2009,4:00 AM,9
4740,5/6/2009,4:00 AM,8
4741,5/7/2009,4:00 AM,9
4742,5/8/2009,4:00 AM,8
4743,5/9/2009,4:00 AM,13
4744,5/10/2009,4:00 AM,13
4745,5/11/2009,4:00 AM,7
4746,5/12/2009,4:00 AM,7
4747,5/13/2009,4:00 AM,7
4748,5/14/2009,4:00 AM,7
4749,5/15/2009,4:00 AM,12
4750,5/16/2009,4:00 AM,16
4751,5/17/2009,4:00 AM,16
4752,5/18/2009,4:00 AM,8
4753,5/19/2009,4:00 AM,8
4754,5/20/2009,4:00 AM,8
4755,5/21/2009,4:00 AM,8
4756,5/22/2009,4:00 AM,8
4757,5/23/2009,4:00 AM,17
4758,5/24/2009,4:00 AM,11
4759,5/25/2009,4:00 AM,11
4760,5/26/2009,4:00 AM,12
4761,5/27/2009,4:00 AM,8
4762,5/28/2009,4:00 AM,10
4763,5/29/2009,4:00 AM,17
4764,5/30/2009,4:00 AM,12
4765,5/31/2009,4:00 AM,11
4766,6/1/2009,4:00 AM,10
4767,6/2/2009,4:00 AM,11
4768,6/3/2009,4:00 AM,12
4769,6/4/2009,4:00 AM,11
4770,6/5/2009,4:00 AM,9
4771,6/6/2009,4:00 AM,9
4772,6/7/2009,4:00 AM,10
4773,6/8/2009,4:00 AM,10
4774,6/9/2009,4:00 AM,16
4775,6/10/2009,4:00 AM,10
4776,6/11/2009,4:00 AM,17
4777,6/12/2009,4:00 AM,20
4778,6/13/2009,4:00 AM,14
4779,6/14/2009,4:00 AM,19
4780,6/15/2009,4:00 AM,13
4781,6/16/2009,4:00 AM,14
4782,6/17/2009,4:00 AM,12
4783,6/18/2009,4:00 AM,13
4784,6/19/2009,4:00 AM,12
4785,6/20/2009,4:00 AM,20
4786,6/21/2009,4:00 AM,19
4787,6/22/2009,4:00 AM,16
4788,6/23/2009,4:00 AM,18
4789,6/24/2009,4:00 AM,18
4790,6/25/2009,4:00 AM,19
4791,6/26/2009,4:00 AM,19
4792,6/27/2009,4:00 AM,18
4793,6/28/2009,4:00 AM,13
4794,6/29/2009,4:00 AM,14
4795,6/30/2009,4:00 AM,19
4796,7/1/2009,4:00 AM,17
4797,7/2/2009,4:00 AM,17
4798,7/3/2009,4:00 AM,17
4799,7/4/2009,4:00 AM,16
4800,7/5/2009,4:00 AM,16
4801,7/6/2009,4:00 AM,14
4802,7/7/2009,4:00 AM,15
4803,7/8/2009,4:00 AM,17
4804,7/9/2009,4:00 AM,16
4805,7/10/2009,4:00 AM,14
4806,7/11/2009,4:00 AM,17
4807,7/12/2009,4:00 AM,17
4808,7/13/2009,4:00 AM,17
4809,7/14/2009,4:00 AM,16
4810,7/15/2009,4:00 AM,12
4811,7/16/2009,4:00 AM,21
4812,7/17/2009,4:00 AM,24
4813,7/18/2009,4:00 AM,17
4814,7/19/2009,4:00 AM,12
4815,7/20/2009,4:00 AM,11
4816,7/21/2009,4:00 AM,16
4817,7/22/2009,4:00 AM,15
4818,7/23/2009,4:00 AM,19
4819,7/24/2009,4:00 AM,20
4820,7/25/2009,4:00 AM,19
4821,7/26/2009,4:00 AM,19
4822,7/27/2009,4:00 AM,20
4823,7/28/2009,4:00 AM,20
4824,7/29/2009,4:00 AM,31
4825,7/30/2009,4:00 AM,26
4826,7/31/2009,4:00 AM,24
4827,8/1/2009,4:00 AM,15
4828,8/2/2009,4:00 AM,18
4829,8/3/2009,4:00 AM,16
4830,8/4/2009,4:00 AM,19
4831,8/5/2009,4:00 AM,19
4832,8/6/2009,4:00 AM,20
4833,8/7/2009,4:00 AM,15
4834,8/8/2009,4:00 AM,22
4835,8/9/2009,4:00 AM,28
4836,8/10/2009,4:00 AM,20
4837,8/11/2009,4:00 AM,23
4838,8/12/2009,4:00 AM,22
4839,8/13/2009,4:00 AM,21
4840,8/14/2009,4:00 AM,17
4841,8/15/2009,4:00 AM,17
4842,8/16/2009,4:00 AM,15
4843,8/17/2009,4:00 AM,16
4844,8/18/2009,4:00 AM,17
4845,8/19/2009,4:00 AM,21
4846,8/20/2009,4:00 AM,28
4847,8/21/2009,4:00 AM,19
4848,8/22/2009,4:00 AM,20
4849,8/23/2009,4:00 AM,16
4850,8/24/2009,4:00 AM,17
4851,8/25/2009,4:00 AM,15
4852,8/26/2009,4:00 AM,17
4853,8/27/2009,4:00 AM,18
4854,8/28/2009,4:00 AM,20
4855,8/29/2009,4:00 AM,23
4856,8/30/2009,4:00 AM,16
4857,8/31/2009,4:00 AM,15
4858,9/1/2009,4:00 AM,12
4859,9/2/2009,4:00 AM,12
4860,9/3/2009,4:00 AM,12
4861,9/4/2009,4:00 AM,12
4862,9/5/2009,4:00 AM,13
4863,9/6/2009,4:00 AM,14
4864,9/7/2009,4:00 AM,16
4865,9/8/2009,4:00 AM,13
4866,9/9/2009,4:00 AM,12
4867,9/10/2009,4:00 AM,13
4868,9/11/2009,4:00 AM,12
4869,9/12/2009,4:00 AM,12
4870,9/13/2009,4:00 AM,11
4871,9/14/2009,4:00 AM,12
4872,9/15/2009,4:00 AM,13
4873,9/16/2009,4:00 AM,14
4874,9/17/2009,4:00 AM,13
4875,9/18/2009,4:00 AM,13
4876,9/19/2009,4:00 AM,13
4877,9/20/2009,4:00 AM,11
4878,9/21/2009,4:00 AM,11
4879,9/22/2009,4:00 AM,13
4880,9/23/2009,4:00 AM,13
4881,9/24/2009,4:00 AM,17
4882,9/25/2009,4:00 AM,15
4883,9/26/2009,4:00 AM,12
4884,9/27/2009,4:00 AM,12
4885,9/28/2009,4:00 AM,11
4886,9/29/2009,4:00 AM,12
4887,9/30/2009,4:00 AM,14
4888,10/1/2009,4:00 AM,12
4889,10/2/2009,4:00 AM,12
4890,10/3/2009,4:00 AM,14
4891,10/4/2009,4:00 AM,13
4892,10/5/2009,4:00 AM,12
4893,10/6/2009,4:00 AM,13
4894,10/7/2009,4:00 AM,12
4895,10/8/2009,4:00 AM,12
4896,10/9/2009,4:00 AM,11
4897,10/10/2009,4:00 AM,12
4898,10/11/2009,4:00 AM,11
4899,10/12/2009,4:00 AM,11
4900,10/13/2009,4:00 AM,19
4901,10/14/2009,4:00 AM,11
4902,10/15/2009,4:00 AM,10
4903,10/16/2009,4:00 AM,10
4904,10/17/2009,4:00 AM,10
4905,10/18/2009,4:00 AM,10
4906,10/19/2009,4:00 AM,10
4907,10/20/2009,4:00 AM,10
4908,10/21/2009,4:00 AM,11
4909,10/22/2009,4:00 AM,10
4910,10/23/2009,4:00 AM,10
4911,10/24/2009,4:00 AM,11
4912,10/25/2009,4:00 AM,10
4913,10/26/2009,4:00 AM,9
4914,10/27/2009,4:00 AM,10
4915,10/28/2009,4:00 AM,10
4916,10/29/2009,4:00 AM,10
4917,10/30/2009,4:00 AM,11
4918,10/31/2009,4:00 AM,10
4919,11/1/2009,4:00 AM,10
4920,11/2/2009,4:00 AM,10
4921,11/3/2009,4:00 AM,11
4922,11/4/2009,4:00 AM,11
4923,11/5/2009,4:00 AM,11
4924,11/6/2009,4:00 AM,10
4925,11/7/2009,4:00 AM,10
4926,11/8/2009,4:00 AM,10
4927,11/9/2009,4:00 AM,10
4928,11/10/2009,4:00 AM,10
4929,11/11/2009,4:00 AM,12
4930,11/12/2009,4:00 AM,11
4931,11/13/2009,4:00 AM,11
4932,11/14/2009,4:00 AM,11
4933,11/15/2009,4:00 AM,12
4934,11/16/2009,4:00 AM,11
4935,11/17/2009,4:00 AM,11
4936,11/18/2009,4:00 AM,12
4937,11/19/2009,4:00 AM,12
4938,11/20/2009,4:00 AM,12
4939,11/21/2009,4:00 AM,11
4940,11/22/2009,4:00 AM,11
4941,11/23/2009,4:00 AM,11
4942,11/24/2009,4:00 AM,11
4943,11/25/2009,4:00 AM,11
4944,11/26/2009,4:00 AM,11
4945,11/27/2009,4:00 AM,11
4946,11/28/2009,4:00 AM,12
4947,11/29/2009,4:00 AM,11
4948,11/30/2009,4:00 AM,10
4949,12/1/2009,4:00 AM,11
4950,12/2/2009,4:00 AM,11
4951,12/3/2009,4:00 AM,11
4952,12/4/2009,4:00 AM,11
4953,12/5/2009,4:00 AM,11
4954,12/6/2009,4:00 AM,11
4955,12/7/2009,4:00 AM,11
4956,12/8/2009,4:00 AM,11
4957,12/9/2009,4:00 AM,11
4958,12/10/2009,4:00 AM,11
4959,12/11/2009,4:00 AM,11
4960,12/12/2009,4:00 AM,12
4961,12/13/2009,4:00 AM,11
4962,12/14/2009,4:00 AM,11
4963,12/15/2009,4:00 AM,11
4964,12/16/2009,4:00 AM,11
4965,12/17/2009,4:00 AM,12
4966,12/18/2009,4:00 AM,11
4967,12/19/2009,4:00 AM,11
4968,12/20/2009,4:00 AM,11
4969,12/21/2009,4:00 AM,11
4970,12/22/2009,4:00 AM,11
4971,12/23/2009,4:00 AM,11
4972,12/24/2009,4:00 AM,11
4973,12/25/2009,4:00 AM,11
4974,12/26/2009,4:00 AM,12
4975,12/27/2009,4:00 AM,11
4976,12/28/2009,4:00 AM,11
4977,12/29/2009,4:00 AM,11
4978,12/30/2009,4:00 AM,12
4979,12/31/2009,4:00 AM,11
4980,1/1/2010,4:00 AM,11
4981,1/2/2010,4:00 AM,11
4982,1/3/2010,4:00 AM,11
4983,1/4/2010,4:00 AM,11
4984,1/5/2010,4:00 AM,12
4985,1/6/2010,4:00 AM,11
4986,1/7/2010,4:00 AM,11
4987,1/8/2010,4:00 AM,11
4988,1/9/2010,4:00 AM,11
4989,1/10/2010,4:00 AM,11
4990,1/11/2010,4:00 AM,12
4991,1/12/2010,4:00 AM,11
4992,1/13/2010,4:00 AM,11
4993,1/14/2010,4:00 AM,12
4994,1/15/2010,4:00 AM,12
4995,1/16/2010,4:00 AM,12
4996,1/17/2010,4:00 AM,12
4997,1/18/2010,4:00 AM,12
4998,1/19/2010,4:00 AM,12
4999,1/20/2010,4:00 AM,12
5000,1/21/2010,4:00 AM,12
5001,1/22/2010,4:00 AM,12
5002,1/23/2010,4:00 AM,12
5003,1/24/2010,4:00 AM,12
5004,1/25/2010,4:00 AM,11
5005,1/26/2010,4:00 AM,11
5006,1/27/2010,4:00 AM,12
5007,1/28/2010,4:00 AM,11
5008,1/29/2010,4:00 AM,12
5009,1/30/2010,4:00 AM,11
5010,1/31/2010,4:00 AM,11
5011,2/1/2010,4:00 AM,12
5012,2/2/2010,4:00 AM,11
5013,2/3/2010,4:00 AM,11
5014,2/4/2010,4:00 AM,11
5015,2/5/2010,4:00 AM,11
5016,2/6/2010,4:00 AM,11
5017,2/7/2010,4:00 AM,11
5018,2/8/2010,4:00 AM,11
5019,2/9/2010,4:00 AM,11
5020,2/10/2010,4:00 AM,11
5021,2/11/2010,4:00 AM,11
5022,2/12/2010,4:00 AM,11
5023,2/13/2010,4:00 AM,11
5024,2/14/2010,4:00 AM,11
5025,2/15/2010,4:00 AM,12
5026,2/16/2010,4:00 AM,17
5027,2/17/2010,4:00 AM,11
5028,2/18/2010,4:00 AM,11
5029,2/19/2010,4:00 AM,10
5030,2/20/2010,4:00 AM,11
5031,2/21/2010,4:00 AM,11
5032,2/22/2010,4:00 AM,11
5033,2/23/2010,4:00 AM,11
5034,2/24/2010,4:00 AM,11
5035,2/25/2010,4:00 AM,12
5036,2/26/2010,4:00 AM,11
5037,2/27/2010,4:00 AM,11
5038,2/28/2010,4:00 AM,12
5039,3/1/2010,4:00 AM,12
5040,3/2/2010,4:00 AM,12
5041,3/3/2010,4:00 AM,12
5042,3/4/2010,4:00 AM,11
5043,3/5/2010,4:00 AM,11
5044,3/6/2010,4:00 AM,11
5045,3/7/2010,4:00 AM,12
5046,3/8/2010,4:00 AM,11
5047,3/9/2010,4:00 AM,11
5048,3/10/2010,4:00 AM,10
5049,3/11/2010,4:00 AM,11
5050,3/12/2010,4:00 AM,10
5051,3/13/2010,4:00 AM,11
5052,3/14/2010,4:00 AM,19
5053,3/15/2010,4:00 AM,11
5054,3/16/2010,4:00 AM,13
5055,3/17/2010,4:00 AM,14
5056,3/18/2010,4:00 AM,13
5057,3/19/2010,4:00 AM,14
5058,3/20/2010,4:00 AM,14
5059,3/21/2010,4:00 AM,15
5060,3/22/2010,4:00 AM,14
5061,3/23/2010,4:00 AM,15
5062,3/24/2010,4:00 AM,13
5063,3/25/2010,4:00 AM,13
5064,3/26/2010,4:00 AM,14
5065,3/27/2010,4:00 AM,19
5066,3/28/2010,4:00 AM,13
5067,3/29/2010,4:00 AM,13
5068,3/30/2010,4:00 AM,10
5069,3/31/2010,4:00 AM,11
5070,4/1/2010,4:00 AM,11
5071,4/2/2010,4:00 AM,10
5072,4/3/2010,4:00 AM,10
5073,4/4/2010,4:00 AM,11
5074,4/5/2010,4:00 AM,11
5075,4/6/2010,4:00 AM,11
5076,4/7/2010,4:00 AM,13
5077,4/8/2010,4:00 AM,12
5078,4/9/2010,4:00 AM,15
5079,4/10/2010,4:00 AM,14
5080,4/11/2010,4:00 AM,14
5081,4/12/2010,4:00 AM,15
5082,4/13/2010,4:00 AM,15
5083,4/14/2010,4:00 AM,15
5084,4/15/2010,4:00 AM,15
5085,4/16/2010,4:00 AM,16
5086,4/17/2010,4:00 AM,16
5087,4/18/2010,4:00 AM,15
5088,4/19/2010,4:00 AM,15
5089,4/20/2010,4:00 AM,15
5090,4/21/2010,4:00 AM,15
5091,4/22/2010,4:00 AM,15
5092,4/23/2010,4:00 AM,15
5093,4/24/2010,4:00 AM,15
5094,4/25/2010,4:00 AM,15
5095,4/26/2010,4:00 AM,15
5096,4/27/2010,4:00 AM,15
5097,4/28/2010,4:00 AM,14
5098,4/29/2010,4:00 AM,14
5099,4/30/2010,4:00 AM,14
5100,5/1/2010,4:00 AM,15
5101,5/2/2010,4:00 AM,16
5102,5/3/2010,4:00 AM,17
5103,5/4/2010,4:00 AM,15
5104,5/5/2010,4:00 AM,15
5105,5/6/2010,4:00 AM,15
5106,5/7/2010,4:00 AM,15
5107,5/8/2010,4:00 AM,15
5108,5/9/2010,4:00 AM,14
5109,5/10/2010,4:00 AM,15
5110,5/11/2010,4:00 AM,14
5111,5/12/2010,4:00 AM,15
5112,5/13/2010,4:00 AM,14
5113,5/14/2010,4:00 AM,16
5114,5/15/2010,4:00 AM,15
5115,5/16/2010,4:00 AM,17
5116,5/17/2010,4:00 AM,16
5117,5/18/2010,4:00 AM,14
5118,5/19/2010,4:00 AM,14
5119,5/20/2010,4:00 AM,16
5120,5/21/2010,4:00 AM,15
5121,5/22/2010,4:00 AM,16
5122,5/23/2010,4:00 AM,16
5123,5/24/2010,4:00 AM,16
5124,5/25/2010,4:00 AM,16
5125,5/26/2010,4:00 AM,11
5126,5/27/2010,4:00 AM,12
5127,5/28/2010,4:00 AM,12
5128,5/29/2010,4:00 AM,12
5129,5/30/2010,4:00 AM,13
5130,5/31/2010,4:00 AM,13
5131,6/1/2010,4:00 AM,13
5132,6/2/2010,4:00 AM,13
5133,6/3/2010,4:00 AM,13
5134,6/4/2010,4:00 AM,12
5135,6/5/2010,4:00 AM,15
5136,6/6/2010,4:00 AM,16
5137,6/7/2010,4:00 AM,12
5138,6/8/2010,4:00 AM,10
5139,6/9/2010,4:00 AM,11
5140,6/10/2010,4:00 AM,12
5141,6/11/2010,4:00 AM,12
5142,6/12/2010,4:00 AM,13
5143,6/13/2010,4:00 AM,19
5144,6/14/2010,4:00 AM,20
5145,6/15/2010,4:00 AM,13
5146,6/16/2010,4:00 AM,12
5147,6/17/2010,4:00 AM,14
5148,6/18/2010,4:00 AM,13
5149,6/19/2010,4:00 AM,12
5150,6/20/2010,4:00 AM,23
5151,6/21/2010,4:00 AM,21
5152,6/22/2010,4:00 AM,16
5153,6/23/2010,4:00 AM,16
5154,6/24/2010,4:00 AM,22
5155,6/25/2010,4:00 AM,19
5156,6/26/2010,4:00 AM,15
5157,6/27/2010,4:00 AM,17
5158,6/28/2010,4:00 AM,24
5159,6/29/2010,4:00 AM,19
5160,6/30/2010,4:00 AM,16
5161,7/1/2010,4:00 AM,14
5162,7/2/2010,4:00 AM,13
5163,7/3/2010,4:00 AM,13
5164,7/4/2010,4:00 AM,17
5165,7/5/2010,4:00 AM,15
5166,7/6/2010,4:00 AM,19
5167,7/7/2010,4:00 AM,23
5168,7/8/2010,4:00 AM,23
5169,7/9/2010,4:00 AM,20
5170,7/10/2010,4:00 AM,21
5171,7/11/2010,4:00 AM,14
5172,7/12/2010,4:00 AM,15
5173,7/13/2010,4:00 AM,15
5174,7/14/2010,4:00 AM,18
5175,7/15/2010,4:00 AM,18
5176,7/16/2010,4:00 AM,20
5177,7/17/2010,4:00 AM,21
5178,7/18/2010,4:00 AM,20
5179,7/19/2010,4:00 AM,20
5180,7/20/2010,4:00 AM,22
5181,7/21/2010,4:00 AM,18
5182,7/22/2010,4:00 AM,19
5183,7/23/2010,4:00 AM,21
5184,7/24/2010,4:00 AM,25
5185,7/25/2010,4:00 AM,24
5186,7/26/2010,4:00 AM,18
5187,7/27/2010,4:00 AM,18
5188,7/28/2010,4:00 AM,20
5189,7/29/2010,4:00 AM,24
5190,7/30/2010,4:00 AM,17
5191,7/31/2010,4:00 AM,16
5192,8/1/2010,4:00 AM,16
5193,8/2/2010,4:00 AM,18
5194,8/3/2010,4:00 AM,21
5195,8/4/2010,4:00 AM,20
5196,8/5/2010,4:00 AM,21
5197,8/6/2010,4:00 AM,33
5198,8/7/2010,4:00 AM,17
5199,8/8/2010,4:00 AM,20
5200,8/9/2010,4:00 AM,20
5201,8/10/2010,4:00 AM,23
5202,Date,4:30 AM,4:30 AM
5203,1/11/2009,4:30 AM,9
5204,1/12/2009,4:30 AM,9
5205,1/13/2009,4:30 AM,10
5206,1/14/2009,4:30 AM,9
5207,1/15/2009,4:30 AM,8
5208,1/16/2009,4:30 AM,10
5209,1/17/2009,4:30 AM,10
5210,1/18/2009,4:30 AM,10
5211,1/19/2009,4:30 AM,9
5212,1/20/2009,4:30 AM,9
5213,1/21/2009,4:30 AM,9
5214,1/22/2009,4:30 AM,9
5215,1/23/2009,4:30 AM,10
5216,1/24/2009,4:30 AM,8
5217,1/25/2009,4:30 AM,8
5218,1/26/2009,4:30 AM,7
5219,1/27/2009,4:30 AM,9
5220,1/28/2009,4:30 AM,9
5221,1/29/2009,4:30 AM,9
5222,1/30/2009,4:30 AM,9
5223,1/31/2009,4:30 AM,9
5224,2/1/2009,4:30 AM,8
5225,2/2/2009,4:30 AM,8
5226,2/3/2009,4:30 AM,9
5227,2/4/2009,4:30 AM,9
5228,2/5/2009,4:30 AM,9
5229,2/6/2009,4:30 AM,9
5230,2/7/2009,4:30 AM,9
5231,2/8/2009,4:30 AM,7
5232,2/9/2009,4:30 AM,8
5233,2/10/2009,4:30 AM,8
5234,2/11/2009,4:30 AM,8
5235,2/12/2009,4:30 AM,8
5236,2/13/2009,4:30 AM,8
5237,2/14/2009,4:30 AM,9
5238,2/15/2009,4:30 AM,8
5239,2/16/2009,4:30 AM,8
5240,2/17/2009,4:30 AM,9
5241,2/18/2009,4:30 AM,8
5242,2/19/2009,4:30 AM,8
5243,2/20/2009,4:30 AM,8
5244,2/21/2009,4:30 AM,9
5245,2/22/2009,4:30 AM,9
5246,2/23/2009,4:30 AM,9
5247,2/24/2009,4:30 AM,9
5248,2/25/2009,4:30 AM,9
5249,2/26/2009,4:30 AM,9
5250,2/27/2009,4:30 AM,8
5251,2/28/2009,4:30 AM,9
5252,3/1/2009,4:30 AM,9
5253,3/2/2009,4:30 AM,8
5254,3/3/2009,4:30 AM,8
5255,3/4/2009,4:30 AM,8
5256,3/5/2009,4:30 AM,8
5257,3/6/2009,4:30 AM,9
5258,3/7/2009,4:30 AM,9
5259,3/8/2009,4:30 AM,9
5260,3/9/2009,4:30 AM,9
5261,3/10/2009,4:30 AM,9
5262,3/11/2009,4:30 AM,8
5263,3/12/2009,4:30 AM,8
5264,3/13/2009,4:30 AM,8
5265,3/14/2009,4:30 AM,9
5266,3/15/2009,4:30 AM,8
5267,3/16/2009,4:30 AM,8
5268,3/17/2009,4:30 AM,8
5269,3/18/2009,4:30 AM,8
5270,3/19/2009,4:30 AM,8
5271,3/20/2009,4:30 AM,8
5272,3/21/2009,4:30 AM,9
5273,3/22/2009,4:30 AM,9
5274,3/23/2009,4:30 AM,9
5275,3/24/2009,4:30 AM,9
5276,3/25/2009,4:30 AM,8
5277,3/26/2009,4:30 AM,9
5278,3/27/2009,4:30 AM,8
5279,3/28/2009,4:30 AM,8
5280,3/29/2009,4:30 AM,7
5281,3/30/2009,4:30 AM,8
5282,3/31/2009,4:30 AM,8
5283,4/1/2009,4:30 AM,8
5284,4/2/2009,4:30 AM,8
5285,4/3/2009,4:30 AM,8
5286,4/4/2009,4:30 AM,8
5287,4/5/2009,4:30 AM,9
5288,4/6/2009,4:30 AM,9
5289,4/7/2009,4:30 AM,8
5290,4/8/2009,4:30 AM,8
5291,4/9/2009,4:30 AM,8
5292,4/10/2009,4:30 AM,8
5293,4/11/2009,4:30 AM,8
5294,4/12/2009,4:30 AM,9
5295,4/13/2009,4:30 AM,9
5296,4/14/2009,4:30 AM,8
5297,4/15/2009,4:30 AM,8
5298,4/16/2009,4:30 AM,8
5299,4/17/2009,4:30 AM,8
5300,4/18/2009,4:30 AM,9
5301,4/19/2009,4:30 AM,8
5302,4/20/2009,4:30 AM,10
5303,4/21/2009,4:30 AM,8
5304,4/22/2009,4:30 AM,8
5305,4/23/2009,4:30 AM,8
5306,4/24/2009,4:30 AM,8
5307,4/25/2009,4:30 AM,11
5308,4/26/2009,4:30 AM,10
5309,4/27/2009,4:30 AM,11
5310,4/28/2009,4:30 AM,17
5311,4/29/2009,4:30 AM,14
5312,4/30/2009,4:30 AM,8
5313,5/1/2009,4:30 AM,9
5314,5/2/2009,4:30 AM,14
5315,5/3/2009,4:30 AM,8
5316,5/4/2009,4:30 AM,8
5317,5/5/2009,4:30 AM,8
5318,5/6/2009,4:30 AM,8
5319,5/7/2009,4:30 AM,9
5320,5/8/2009,4:30 AM,8
5321,5/9/2009,4:30 AM,12
5322,5/10/2009,4:30 AM,13
5323,5/11/2009,4:30 AM,8
5324,5/12/2009,4:30 AM,8
5325,5/13/2009,4:30 AM,7
5326,5/14/2009,4:30 AM,7
5327,5/15/2009,4:30 AM,12
5328,5/16/2009,4:30 AM,17
5329,5/17/2009,4:30 AM,13
5330,5/18/2009,4:30 AM,8
5331,5/19/2009,4:30 AM,8
5332,5/20/2009,4:30 AM,8
5333,5/21/2009,4:30 AM,9
5334,5/22/2009,4:30 AM,8
5335,5/23/2009,4:30 AM,16
5336,5/24/2009,4:30 AM,11
5337,5/25/2009,4:30 AM,12
5338,5/26/2009,4:30 AM,16
5339,5/27/2009,4:30 AM,8
5340,5/28/2009,4:30 AM,10
5341,5/29/2009,4:30 AM,17
5342,5/30/2009,4:30 AM,11
5343,5/31/2009,4:30 AM,10
5344,6/1/2009,4:30 AM,9
5345,6/2/2009,4:30 AM,11
5346,6/3/2009,4:30 AM,13
5347,6/4/2009,4:30 AM,10
5348,6/5/2009,4:30 AM,8
5349,6/6/2009,4:30 AM,9
5350,6/7/2009,4:30 AM,9
5351,6/8/2009,4:30 AM,10
5352,6/9/2009,4:30 AM,20
5353,6/10/2009,4:30 AM,10
5354,6/11/2009,4:30 AM,16
5355,6/12/2009,4:30 AM,19
5356,6/13/2009,4:30 AM,14
5357,6/14/2009,4:30 AM,18
5358,6/15/2009,4:30 AM,13
5359,6/16/2009,4:30 AM,13
5360,6/17/2009,4:30 AM,12
5361,6/18/2009,4:30 AM,13
5362,6/19/2009,4:30 AM,12
